DATE,GASREGCOVW
2/16/2004,1.617
2/23/2004,1.641
3/1/2004,1.664
3/8/2004,1.69
3/15/2004,1.675
3/22/2004,1.698
3/29/2004,1.716
4/5/2004,1.737
4/12/2004,1.74
4/19/2004,1.773
4/26/2004,1.774
5/3/2004,1.811
5/10/2004,1.904
5/17/2004,1.979
5/24/2004,2.026
5/31/2004,2.004
6/7/2004,1.983
6/14/2004,1.926
6/21/2004,1.873
6/28/2004,1.859
7/5/2004,1.835
7/12/2004,1.869
7/19/2004,1.888
7/26/2004,1.861
8/2/2004,1.846
8/9/2004,1.839
8/16/2004,1.842
8/23/2004,1.854
8/30/2004,1.827
9/6/2004,1.815
9/13/2004,1.813
9/20/2004,1.839
9/27/2004,1.895
10/4/2004,1.902
10/11/2004,1.949
10/18/2004,1.984
10/25/2004,1.98
11/1/2004,1.986
11/8/2004,1.951
11/15/2004,1.918
11/22/2004,1.901
11/29/2004,1.903
12/6/2004,1.868
12/13/2004,1.799
12/20/2004,1.777
12/27/2004,1.754
1/3/2005,1.745
1/10/2005,1.771
1/17/2005,1.802
1/24/2005,1.839
1/31/2005,1.896
2/7/2005,1.89
2/14/2005,1.873
2/21/2005,1.878
2/28/2005,1.904
3/7/2005,1.979
3/14/2005,2.039
3/21/2005,2.095
3/28/2005,2.137
4/4/2005,2.196
4/11/2005,2.251
4/18/2005,2.198
4/25/2005,2.197
5/2/2005,2.191
5/9/2005,2.137
5/16/2005,2.116
5/23/2005,2.077
5/30/2005,2.051
6/6/2005,2.078
6/13/2005,2.099
6/20/2005,2.128
6/27/2005,2.186
7/4/2005,2.189
7/11/2005,2.292
7/18/2005,2.272
7/25/2005,2.235
8/1/2005,2.239
8/8/2005,2.323
8/15/2005,2.519
8/22/2005,2.583
8/29/2005,2.581
9/5/2005,3.037
9/12/2005,2.912
9/19/2005,2.73
9/26/2005,2.767
10/3/2005,2.922
10/10/2005,2.828
10/17/2005,2.693
10/24/2005,2.564
10/31/2005,2.438
11/7/2005,2.336
11/14/2005,2.258
11/21/2005,2.168
11/28/2005,2.124
12/5/2005,2.127
12/12/2005,2.175
12/19/2005,2.205
12/26/2005,2.188
1/2/2006,2.236
1/9/2006,2.321
1/16/2006,2.297
1/23/2006,2.314
1/30/2006,2.332
2/6/2006,2.31
2/13/2006,2.246
2/20/2006,2.205
2/27/2006,2.236
3/6/2006,2.321
3/13/2006,2.355
3/20/2006,2.495
3/27/2006,2.479
4/3/2006,2.567
4/10/2006,2.663
4/17/2006,2.764
4/24/2006,2.881
5/1/2006,2.866
5/8/2006,2.834
5/15/2006,2.871
5/22/2006,2.801
5/29/2006,2.784
6/5/2006,2.811
6/12/2006,2.833
6/19/2006,2.793
6/26/2006,2.796
7/3/2006,2.873
7/10/2006,2.91
7/17/2006,2.928
7/24/2006,2.95
7/31/2006,2.955
8/7/2006,3.004
8/14/2006,2.958
8/21/2006,2.877
8/28/2006,2.8
9/4/2006,2.68
9/11/2006,2.563
9/18/2006,2.441
9/25/2006,2.32
10/2/2006,2.263
10/9/2006,2.222
10/16/2006,2.195
10/23/2006,2.186
10/30/2006,2.204
11/6/2006,2.189
11/13/2006,2.216
11/20/2006,2.218
11/27/2006,2.221
12/4/2006,2.277
12/11/2006,2.267
12/18/2006,2.29
12/25/2006,2.303
1/1/2007,2.296
1/8/2007,2.258
1/15/2007,2.173
1/22/2007,2.107
1/29/2007,2.119
2/5/2007,2.151
2/12/2007,2.198
2/19/2007,2.251
2/26/2007,2.338
3/5/2007,2.46
3/12/2007,2.499
3/19/2007,2.511
3/26/2007,2.54
4/2/2007,2.636
4/9/2007,2.746
4/16/2007,2.822
4/23/2007,2.811
4/30/2007,2.922
5/7/2007,3.002
5/14/2007,3.069
5/21/2007,3.211
5/28/2007,3.195
6/4/2007,3.132
6/11/2007,3.04
6/18/2007,2.974
6/25/2007,2.951
7/2/2007,2.933
7/9/2007,2.971
7/16/2007,3.046
7/23/2007,2.938
7/30/2007,2.849
8/6/2007,2.816
8/13/2007,2.752
8/20/2007,2.783
8/27/2007,2.756
9/3/2007,2.818
9/10/2007,2.84
9/17/2007,2.792
9/24/2007,2.816
10/1/2007,2.784
10/8/2007,2.761
10/15/2007,2.746
10/22/2007,2.806
10/29/2007,2.859
11/5/2007,3.007
11/12/2007,3.101
11/19/2007,3.077
11/26/2007,3.072
12/3/2007,3.029
12/10/2007,2.957
12/17/2007,2.962
12/24/2007,2.943
12/31/2007,3.028
1/7/2008,3.088
1/14/2008,3.041
1/21/2008,2.991
1/28/2008,2.953
2/4/2008,2.966
2/11/2008,2.947
2/18/2008,3.035
2/25/2008,3.115
3/3/2008,3.137
3/10/2008,3.2
3/17/2008,3.257
3/24/2008,3.224
3/31/2008,3.259
4/7/2008,3.299
4/14/2008,3.35
4/21/2008,3.467
4/28/2008,3.566
5/5/2008,3.571
5/12/2008,3.694
5/19/2008,3.762
5/26/2008,3.913
6/2/2008,3.932
6/9/2008,3.979
6/16/2008,4.007
6/23/2008,4.002
6/30/2008,4.027
7/7/2008,4.051
7/14/2008,4.054
7/21/2008,4.005
7/28/2008,3.896
8/4/2008,3.828
8/11/2008,3.764
8/18/2008,3.706
8/25/2008,3.66
9/1/2008,3.667
9/8/2008,3.637
9/15/2008,3.867
9/22/2008,3.732
9/29/2008,3.644
10/6/2008,3.485
10/13/2008,3.109
10/20/2008,2.855
10/27/2008,2.589
11/3/2008,2.34
11/10/2008,2.17
11/17/2008,2.027
11/24/2008,1.857
12/1/2008,1.79
12/8/2008,1.681
12/15/2008,1.648
12/22/2008,1.635
12/29/2008,1.59
1/5/2009,1.672
1/12/2009,1.772
1/19/2009,1.832
1/26/2009,1.813
2/2/2009,1.871
2/9/2009,1.897
2/16/2009,1.931
2/23/2009,1.868
3/2/2009,1.91
3/9/2009,1.918
3/16/2009,1.885
3/23/2009,1.944
3/30/2009,2.03
4/6/2009,2.011
4/13/2009,2.025
4/20/2009,2.031
4/27/2009,2.016
5/4/2009,2.045
5/11/2009,2.218
5/18/2009,2.281
5/25/2009,2.414
6/1/2009,2.502
6/8/2009,2.6
6/15/2009,2.639
6/22/2009,2.65
6/29/2009,2.593
7/6/2009,2.563
7/13/2009,2.479
7/20/2009,2.411
7/27/2009,2.46
8/3/2009,2.511
8/10/2009,2.596
8/17/2009,2.58
8/24/2009,2.572
8/31/2009,2.553
9/7/2009,2.519
9/14/2009,2.499
9/21/2009,2.477
9/28/2009,2.425
10/5/2009,2.396
10/12/2009,2.432
10/19/2009,2.532
10/26/2009,2.641
11/2/2009,2.66
11/9/2009,2.627
11/16/2009,2.585
11/23/2009,2.603
11/30/2009,2.594
12/7/2009,2.601
12/14/2009,2.56
12/21/2009,2.546
12/28/2009,2.564
1/4/2010,2.627
1/11/2010,2.717
1/18/2010,2.703
1/25/2010,2.666
2/1/2010,2.618
2/8/2010,2.611
2/15/2010,2.563
2/22/2010,2.621
3/1/2010,2.671
3/8/2010,2.721
3/15/2010,2.76
3/22/2010,2.792
3/29/2010,2.765
4/5/2010,2.795
4/12/2010,2.829
4/19/2010,2.831
4/26/2010,2.815
5/3/2010,2.864
5/10/2010,2.87
5/17/2010,2.823
5/24/2010,2.741
5/31/2010,2.679
6/7/2010,2.674
6/14/2010,2.652
6/21/2010,2.696
6/28/2010,2.712
7/5/2010,2.676
7/12/2010,2.666
7/19/2010,2.672
7/26/2010,2.703
8/2/2010,2.687
8/9/2010,2.74
8/16/2010,2.696
8/23/2010,2.653
8/30/2010,2.64
9/6/2010,2.647
9/13/2010,2.695
9/20/2010,2.703
9/27/2010,2.668
10/4/2010,2.705
10/11/2010,2.793
10/18/2010,2.795
10/25/2010,2.772
11/1/2010,2.76
11/8/2010,2.832
11/15/2010,2.849
11/22/2010,2.828
11/29/2010,2.805
12/6/2010,2.917
12/13/2010,2.937
12/20/2010,2.934
12/27/2010,3.015
1/3/2011,3.034
1/10/2011,3.052
1/17/2011,3.068
1/24/2011,3.074
1/31/2011,3.061
2/7/2011,3.094
2/14/2011,3.095
2/21/2011,3.141
2/28/2011,3.341
3/7/2011,3.473
3/14/2011,3.517
3/21/2011,3.507
3/28/2011,3.538
4/4/2011,3.635
4/11/2011,3.743
4/18/2011,3.787
4/25/2011,3.817
5/2/2011,3.906
5/9/2011,3.907
5/16/2011,3.905
5/23/2011,3.788
5/30/2011,3.741
6/6/2011,3.738
6/13/2011,3.664
6/20/2011,3.597
6/27/2011,3.513
7/4/2011,3.534
7/11/2011,3.608
7/18/2011,3.648
7/25/2011,3.667
8/1/2011,3.684
8/8/2011,3.646
8/15/2011,3.576
8/22/2011,3.552
8/29/2011,3.601
9/5/2011,3.643
9/12/2011,3.629
9/19/2011,3.56
9/26/2011,3.461
10/3/2011,3.381
10/10/2011,3.368
10/17/2011,3.431
10/24/2011,3.415
10/31/2011,3.405
11/7/2011,3.37
11/14/2011,3.388
11/21/2011,3.312
11/28/2011,3.248
12/5/2011,3.24
12/12/2011,3.244
12/19/2011,3.183
12/26/2011,3.213
1/2/2012,3.254
1/9/2012,3.333
1/16/2012,3.342
1/23/2012,3.333
1/30/2012,3.386
2/6/2012,3.436
2/13/2012,3.466
2/20/2012,3.523
2/27/2012,3.641
3/5/2012,3.717
3/12/2012,3.747
3/19/2012,3.787
3/26/2012,3.843
4/2/2012,3.874
4/9/2012,3.877
4/16/2012,3.867
4/23/2012,3.805
4/30/2012,3.764
5/7/2012,3.718
5/14/2012,3.658
5/21/2012,3.622
5/28/2012,3.575
6/4/2012,3.518
6/11/2012,3.489
6/18/2012,3.473
6/25/2012,3.378
7/2/2012,3.291
7/9/2012,3.357
7/16/2012,3.364
7/23/2012,3.435
7/30/2012,3.45
8/6/2012,3.606
8/13/2012,3.662
8/20/2012,3.682
8/27/2012,3.722
9/3/2012,3.797
9/10/2012,3.799
9/17/2012,3.832
9/24/2012,3.775
10/1/2012,3.75
10/8/2012,3.742
10/15/2012,3.713
10/22/2012,3.582
10/29/2012,3.48
11/5/2012,3.406
11/12/2012,3.372
11/19/2012,3.36
11/26/2012,3.382
12/3/2012,3.337
12/10/2012,3.297
12/17/2012,3.198
12/24/2012,3.205
12/31/2012,3.245
1/7/2013,3.233
1/14/2013,3.236
1/21/2013,3.254
1/28/2013,3.296
2/4/2013,3.471
2/11/2013,3.537
2/18/2013,3.69
2/25/2013,3.722
3/4/2013,3.698
3/11/2013,3.644
3/18/2013,3.633
3/25/2013,3.616
4/1/2013,3.572
4/8/2013,3.539
4/15/2013,3.469
4/22/2013,3.472
4/29/2013,3.455
5/6/2013,3.478
5/13/2013,3.543
5/20/2013,3.636
5/27/2013,3.601
6/3/2013,3.61
6/10/2013,3.619
6/17/2013,3.577
6/24/2013,3.498
7/1/2013,3.41
7/8/2013,3.413
7/15/2013,3.57
7/22/2013,3.612
7/29/2013,3.57
8/5/2013,3.566
8/12/2013,3.493
8/19/2013,3.496
8/26/2013,3.504
9/2/2013,3.575
9/9/2013,3.54
9/16/2013,3.475
9/23/2013,3.425
9/30/2013,3.354
10/7/2013,3.298
10/14/2013,3.296
10/21/2013,3.31
10/28/2013,3.235
11/4/2013,3.209
11/11/2013,3.133
11/18/2013,3.161
11/25/2013,3.241
12/2/2013,3.209
12/9/2013,3.208
12/16/2013,3.165
12/23/2013,3.198
12/30/2013,3.264
1/6/2014,3.261
1/13/2014,3.267
1/20/2014,3.24
1/27/2014,3.241
2/3/2014,3.243
2/10/2014,3.257
2/17/2014,3.326
2/24/2014,3.394
3/3/2014,3.421
3/10/2014,3.452
3/17/2014,3.489
3/24/2014,3.487
3/31/2014,3.521
4/7/2014,3.533
4/14/2014,3.581
4/21/2014,3.612
4/28/2014,3.635
5/5/2014,3.606
5/12/2014,3.597
5/19/2014,3.593
5/26/2014,3.607
6/2/2014,3.624
6/9/2014,3.61
6/16/2014,3.621
6/23/2014,3.639
6/30/2014,3.635
7/7/2014,3.605
7/14/2014,3.56
7/21/2014,3.523
7/28/2014,3.468
8/4/2014,3.449
8/11/2014,3.447
8/18/2014,3.408
8/25/2014,3.397
9/1/2014,3.41
9/8/2014,3.406
9/15/2014,3.352
9/22/2014,3.296
9/29/2014,3.304
10/6/2014,3.246
10/13/2014,3.147
10/20/2014,3.07
10/27/2014,3.016
11/3/2014,2.956
11/10/2014,2.907
11/17/2014,2.856
11/24/2014,2.781
12/1/2014,2.738
12/8/2014,2.634
12/15/2014,2.499
12/22/2014,2.341
12/29/2014,2.229
1/5/2015,2.136
1/12/2015,2.066
1/19/2015,1.999
1/26/2015,1.982
2/2/2015,2.013
2/9/2015,2.133
2/16/2015,2.206
2/23/2015,2.256
3/2/2015,2.36
3/9/2015,2.367
3/16/2015,2.339
3/23/2015,2.347
3/30/2015,2.348
4/6/2015,2.315
4/13/2015,2.317
4/20/2015,2.393
4/27/2015,2.451
5/4/2015,2.517
5/11/2015,2.547
5/18/2015,2.604
5/25/2015,2.642
6/1/2015,2.656
6/8/2015,2.668
6/15/2015,2.744
6/22/2015,2.72
6/29/2015,2.713
7/6/2015,2.702
7/13/2015,2.694
7/20/2015,2.661
7/27/2015,2.605
8/3/2015,2.555
8/10/2015,2.505
8/17/2015,2.608
8/24/2015,2.534
8/31/2015,2.406
9/7/2015,2.337
9/14/2015,2.28
9/21/2015,2.237
9/28/2015,2.246
10/5/2015,2.252
10/12/2015,2.283
10/19/2015,2.22
10/26/2015,2.166
11/2/2015,2.17
11/9/2015,2.172
11/16/2015,2.11
11/23/2015,2.015
11/30/2015,1.974
12/7/2015,1.969
12/14/2015,1.953
12/21/2015,1.929
12/28/2015,1.933
1/4/2016,1.922
1/11/2016,1.888
1/18/2016,1.81
1/25/2016,1.752
2/1/2016,1.729
2/8/2016,1.663
2/15/2016,1.638
2/22/2016,1.661
2/29/2016,1.715
3/7/2016,1.782
3/14/2016,1.888
3/21/2016,1.935
3/28/2016,1.976
4/4/2016,1.994
4/11/2016,1.981
4/18/2016,2.053
4/25/2016,2.08
5/2/2016,2.168
5/9/2016,2.143
5/16/2016,2.17
5/23/2016,2.235
5/30/2016,2.281
6/6/2016,2.328
6/13/2016,2.343
6/20/2016,2.29
6/27/2016,2.25
7/4/2016,2.205
7/11/2016,2.171
7/18/2016,2.148
7/25/2016,2.105
8/1/2016,2.091
8/8/2016,2.087
8/15/2016,2.096
8/22/2016,2.136
8/29/2016,2.187
9/5/2016,2.17
9/12/2016,2.138
9/19/2016,2.17
9/26/2016,2.166
10/3/2016,2.184
10/10/2016,2.216
10/17/2016,2.198
10/24/2016,2.175
10/31/2016,2.159
11/7/2016,2.157
11/14/2016,2.105
11/21/2016,2.078
11/28/2016,2.079
12/5/2016,2.137
12/12/2016,2.174
12/19/2016,2.203
12/26/2016,2.254
1/2/2017,2.319
1/9/2017,2.328
1/16/2017,2.298
1/23/2017,2.258
1/30/2017,2.224
2/6/2017,2.221
2/13/2017,2.228
2/20/2017,2.224
2/27/2017,2.233
3/6/2017,2.264
3/13/2017,2.242
3/20/2017,2.238
